Date,Roll No,Department,Programme,Entry Time,Exit Time
2025-08-03,CTM25173,Cultural Studies,M.A. in Cultural Studies,14:36,17:58
2025-12-30,PHI25043,Physics,Integrated M. Sc. in Physics,14:55,19:22
2025-11-28,DEB25289,Design,B. Des.,13:31,17:48
2025-07-21,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,22:56,03:00
2025-08-16,ASM21202,Assamese,M.A. in Assamese,10:58,16:25
2024-11-05,APP21285,Applied Sciences,Ph.D. in Applied Sciences,13:24,14:09
2026-01-21,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,17:03,17:47
2024-06-17,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,15:34,21:11
2024-08-07,EGE22235,English,M. A. in English,15:49,20:32
2024-10-08,BAM23213,Business Administration,Certificate in NSE Academy Certified Capital Market,18:17,00:32
2025-12-29,HIM21244,Hindi,M. A. in Hindi,17:46,19:18
2026-02-04,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),19:22,03:00
2025-01-18,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,11:09,17:10
2024-07-03,WSP22061,Women Study,Ph.D. in Women Study,16:46,20:34
2024-09-09,SWP23026,Social Work,Ph.D. in Social Work,11:13,12:15
2025-11-08,EGE22235,English,M. A. in English,12:56,16:25
2024-11-13,BAM21258,Business Administration,Master of Business Administration,09:52,17:31
2025-01-28,SOM22025,Sociology,M.A. in Sociology,11:03,17:26
2025-05-12,FLB20221,Linguistics and Language Technology,BA in Chinese,19:15,02:56
2025-01-03,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,23:47,03:00
2025-10-04,FLB21260,Linguistics and Language Technology,BA in Chinese,14:44,19:03
2026-02-22,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,11:00,18:45
2024-06-25,BAM21097,Business Administration,Master of Business Administration,19:16,23:29
2026-02-01,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,12:34,18:06
2025-11-29,FLB21260,Linguistics and Language Technology,BA in Chinese,23:49,03:00
2025-07-05,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),09:13,13:20
2026-02-24,BAT21215,Business Administration,Master of Tourism & Travel Management,15:42,20:15
2024-12-12,COP21145,Commerce,Ph.D. in Commerce,22:30,23:25
2026-01-17,ASM21202,Assamese,M.A. in Assamese,19:45,22:55
2025-06-15,CSP23239,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,17:20,18:24
2025-04-05,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,13:26,21:01
2024-05-26,BAM22077,Business Administration,Master of Business Administration,23:21,03:00
2024-08-31,BAT21166,Business Administration,Master of Tourism & Travel Management,01:48,03:00
2025-02-04,HIM21244,Hindi,M. A. in Hindi,02:17,03:00
2025-09-28,HIP24167,Hindi,Ph.D. in Hindi,17:33,01:27
2025-02-07,SOP21090,Sociology,Ph.D. in Sociology,22:40,01:04
2024-11-01,PHP21201,Physics,Ph.D. in Physics,19:32,02:40
2024-10-22,PHI20154,Physics,Integrated M. Sc. in Physics,12:01,19:42
2025-06-04,SOM24293,Sociology,M.A. in Sociology,20:09,23:14
2025-07-01,ENP23158,Energy,Ph.D. in Energy,12:05,20:00
2025-02-01,SWM20161,Social Work,M. A. in Social Work,18:01,19:40
2025-10-13,HIM22084,Hindi,M. A. in Hindi,10:34,12:27
2026-01-26,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,00:27,03:00
2025-10-14,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,17:05,22:14
2025-11-13,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,20:07,01:28
2024-06-28,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,11:08,16:24
2025-09-03,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,19:29,23:14
2025-04-24,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,10:49,13:07
2025-10-11,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,20:30,03:00
2024-09-15,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,16:41,20:30
2024-05-31,BAT23120,Business Administration,Master of Tourism & Travel Management,18:28,20:29
2025-06-12,ENE24152,Energy,M. Tech in Energy Technology,09:10,10:42
2024-05-20,HIP21247,Hindi,Ph.D. in Hindi,21:27,23:13
2026-04-06,COM25133,Commerce,M.Com,11:12,13:01
2025-07-27,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,19:17,01:50
2025-09-10,CHM20010,Chemical Sciences,M. Sc. in Chemistry,20:14,22:43
2025-11-08,BAT24103,Business Administration,Master of Tourism & Travel Management,12:56,15:19
2025-09-02,BAP20241,Business Administration,Ph.D. in Business Administration,17:21,01:18
2026-03-18,MSM25267,Mathematical Sciences,M. Sc. in Mathematics,17:21,20:42
2026-01-27,EEP22042,Electrical Engineering,Ph.D. in Electrical Engineering,14:36,17:54
2025-08-14,COM25242,Commerce,M.Com,18:30,19:56
2025-05-21,PHM21300,Physics,M. Sc. in Physics,23:41,00:59
2026-03-21,EDB20226,Education,B. Ed.,18:47,23:57
2025-08-09,COP21145,Commerce,Ph.D. in Commerce,15:19,19:29
2025-01-15,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,17:44,00:31
2024-09-30,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,19:09,20:49
2026-03-25,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,09:23,14:57
2026-02-28,HIM20022,Hindi,M. A. in Hindi,13:46,18:50
2026-03-07,PHM21196,Physics,M. Sc. in Physics,22:14,03:00
2025-02-13,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,15:44,23:22
2024-12-08,HIP24167,Hindi,Ph.D. in Hindi,19:15,01:41
2025-08-31,ENP20037,Energy,Ph.D. in Energy,23:58,01:42
2025-06-02,PHM21075,Physics,M. Sc. in Physics,12:59,20:56
2024-12-25,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,23:27,00:13
2026-03-26,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,20:09,23:29
2024-12-29,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,11:08,16:18
2024-05-30,SOM23217,Sociology,M.A. in Sociology,09:31,10:17
2025-08-11,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,00:05,03:00
2024-09-18,PHP21201,Physics,Ph.D. in Physics,19:49,01:45
2026-02-27,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,12:01,17:05
2024-11-09,EDM22149,Education,M. A. in Education,22:43,03:00
2025-06-27,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,18:41,00:42
2024-12-14,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,13:08,14:11
2025-08-19,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,19:09,00:12
2026-01-28,SOP25159,Sociology,Ph.D. in Sociology,09:17,14:00
2025-12-14,APP25205,Applied Sciences,Ph.D. in Applied Sciences,15:16,20:33
2024-05-04,BAT22148,Business Administration,Master of Tourism & Travel Management,16:47,18:04
2025-02-19,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),13:31,20:04
2025-05-01,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,01:36,02:42
2026-03-11,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,21:33,03:00
2025-10-07,COP24206,Commerce,Ph.D. in Commerce,23:22,02:14
2025-05-20,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,19:25,22:56
2026-04-11,DEM22034,Design,Master of Design,10:12,14:24
2024-05-26,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,18:03,00:45
2024-07-04,SOP22027,Sociology,Ph.D. in Sociology,23:33,03:00
2026-04-05,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,23:21,01:22
2024-09-30,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,13:00,20:11
2025-07-08,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:57,03:00
2025-11-11,SWM20161,Social Work,M. A. in Social Work,23:33,03:00
2024-12-08,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,17:05,21:58
2025-04-03,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,15:23,18:31
2024-05-10,CSB21015,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,23:34,01:29
2025-11-28,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,10:09,17:30
2024-06-11,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),10:58,16:03
2026-02-26,APP25205,Applied Sciences,Ph.D. in Applied Sciences,17:29,18:50
2024-09-16,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,01:31,03:00
2025-12-26,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,19:27,00:08
2025-11-23,LAP22136,Law,Ph.D. in Law,17:04,20:32
2025-02-05,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,20:12,02:48
2025-04-14,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),00:20,02:38
2024-07-24,APP21184,Applied Sciences,Ph.D. in Applied Sciences,09:14,10:54
2025-08-24,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,11:23,15:32
2025-11-16,BAP20241,Business Administration,Ph.D. in Business Administration,18:35,20:01
2024-08-21,PHM21196,Physics,M. Sc. in Physics,21:22,03:00
2026-04-06,ENP20281,Energy,Ph.D. in Energy,18:47,19:57
2025-09-18,COP24206,Commerce,Ph.D. in Commerce,19:14,21:19
2025-10-30,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,09:10,12:17
2024-05-29,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,18:21,01:28
2026-03-20,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),23:07,03:00
2025-12-31,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,19:57,23:51
2026-01-21,BAT21166,Business Administration,Master of Tourism & Travel Management,14:55,19:12
2024-10-03,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,17:22,19:50
2025-11-03,MEB24230,Mechanical Engineering,B. Tech. in Mechanical Engineering,15:28,21:42
2025-02-03,ENP20281,Energy,Ph.D. in Energy,18:18,18:52
2024-09-21,EDE23249,Education,M. Ed.,23:55,02:25
2024-11-09,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,01:34,03:00
2026-03-19,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),19:32,01:08
2024-05-04,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,09:47,16:54
2025-09-16,SOM21094,Sociology,M.A. in Sociology,01:19,03:00
2025-10-05,CSE25114,Computer Science & Engineering,M. Tech. in Data Science,14:19,20:19
2026-02-12,EDM20259,Education,M. A. in Education,00:17,03:00
2026-01-25,CTM22153,Cultural Studies,M.A. in Cultural Studies,17:32,23:43
2024-12-04,PHI23019,Physics,Integrated M. Sc. in Physics,01:19,03:00
2025-08-14,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),12:57,19:37
2026-04-05,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),11:16,17:33
2025-12-21,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,01:09,03:00
2024-12-24,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,19:43,21:54
2026-02-17,ECS20126,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,02:04,02:56
2026-03-28,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,15:48,17:27
2025-06-26,BAT22148,Business Administration,Master of Tourism & Travel Management,17:55,00:46
2025-01-04,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,16:14,17:24
2026-03-30,APP25205,Applied Sciences,Ph.D. in Applied Sciences,01:46,03:00
2026-02-18,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,21:45,23:52
2025-12-26,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,10:28,15:59
2025-07-25,DEM21017,Design,Master of Design,11:28,12:04
2025-08-19,PHM21075,Physics,M. Sc. in Physics,02:15,03:00
2025-08-27,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,19:15,00:07
2026-02-22,COM25242,Commerce,M.Com,10:41,17:14
2026-01-15,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,18:38,21:38
2024-05-05,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,18:26,19:01
2026-01-15,SOP22027,Sociology,Ph.D. in Sociology,11:57,12:43
2025-05-08,BAP20241,Business Administration,Ph.D. in Business Administration,01:39,03:00
2024-06-09,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:10,20:14
2025-03-13,BAM22077,Business Administration,Master of Business Administration,11:27,15:15
2025-11-10,CHM24270,Chemical Sciences,M. Sc. in Chemistry,11:10,18:07
2025-05-28,HIP20280,Hindi,Ph.D. in Hindi,17:59,21:40
2024-08-13,SOM24143,Sociology,M.A. in Sociology,09:26,11:15
2024-10-17,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),19:34,01:22
2026-01-26,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,15:55,21:27
2025-06-14,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,23:29,01:43
2026-02-24,APP25205,Applied Sciences,Ph.D. in Applied Sciences,13:39,18:47
2026-03-30,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,21:02,01:27
2025-08-05,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,12:45,13:58
2026-02-04,EGP22186,English,Ph.D. in English,23:33,03:00
2026-03-05,MBP25192,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,18:10,19:49
2024-11-03,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,23:03,03:00
2025-05-27,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,12:55,17:22
2025-06-26,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,22:21,03:00
2026-01-30,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,19:52,22:42
2025-12-05,EDB24211,Education,B. Ed.,15:04,15:40
2024-06-16,ASM23284,Assamese,M.A. in Assamese,20:49,03:00
2024-10-08,CHI20160,Chemical Sciences,Integrated M.Sc. in Chemistry,21:33,23:49
2025-11-06,PHP21201,Physics,Ph.D. in Physics,15:26,18:10
2026-02-16,BAT24103,Business Administration,Master of Tourism & Travel Management,22:39,00:27
2025-05-06,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,16:47,23:18
2025-09-07,COP24206,Commerce,Ph.D. in Commerce,18:47,00:35
2024-08-22,CHM23229,Chemical Sciences,M. Sc. in Chemistry,23:21,03:00
2024-08-22,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,13:59,15:27
2026-04-04,EDM25292,Education,M. A. in Education,11:56,16:57
2025-10-25,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,11:34,15:13
2025-01-18,FLB23228,Linguistics and Language Technology,BA in Chinese,12:33,18:00
2024-10-30,LAP20040,Law,Ph.D. in Law,14:19,21:43
2026-01-30,EGE22235,English,M. A. in English,18:21,01:23
2026-03-07,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,14:24,19:12
2025-05-31,WSM23031,Women Study,M. A. in Women Studies,09:05,13:16
2024-12-12,ASM23199,Assamese,M.A. in Assamese,18:06,21:35
2026-03-29,ENE24194,Energy,M. Tech in Energy Technology,09:04,13:49
2025-02-14,COI21021,Commerce,Integrated M. Com.,22:44,03:00
2024-07-01,ASM23284,Assamese,M.A. in Assamese,13:14,15:45
2024-11-14,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,10:23,16:49
2025-01-04,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,00:36,03:00
2025-10-08,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,13:22,19:20
2026-01-29,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,16:59,19:29
2026-03-19,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,23:45,03:00
2025-11-04,COM25242,Commerce,M.Com,22:44,03:00
2026-01-03,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,22:01,01:54
2025-09-15,HIP20165,Hindi,Ph.D. in Hindi,20:18,20:57
2024-05-17,SOM23217,Sociology,M.A. in Sociology,02:19,03:00
2025-07-25,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),18:51,21:50
2024-12-06,HIP20280,Hindi,Ph.D. in Hindi,20:51,02:21
2024-06-30,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,11:24,18:37
2024-05-27,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,00:15,03:00
2025-07-20,FLB23255,Linguistics and Language Technology,BA in Chinese,00:24,03:00
2025-09-06,ENE24069,Energy,M. Tech in Energy Technology,19:02,23:27
2025-09-20,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,22:13,03:00
2024-07-01,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,09:55,14:19
2025-11-24,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,19:38,22:53
2025-09-28,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),11:40,13:22
2024-12-10,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),21:27,03:00
2025-09-10,EDE25291,Education,M. Ed.,21:28,01:16
2026-01-07,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,09:12,10:27
2025-04-06,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,11:03,17:15
2025-01-28,HIM20093,Hindi,M. A. in Hindi,10:43,17:10
2026-03-27,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,00:32,03:00
2025-11-28,ASM23284,Assamese,M.A. in Assamese,18:17,19:42
2025-08-22,PHM21300,Physics,M. Sc. in Physics,18:19,01:57
2024-12-13,HIM20177,Hindi,M. A. in Hindi,18:26,19:56
2024-10-10,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,01:18,03:00
2025-12-01,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,19:12,02:50
2025-12-03,FET23003,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,23:16,02:07
2024-12-28,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,23:01,01:39
2024-08-07,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),13:35,18:52
2026-02-07,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,02:30,03:00
2026-04-10,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),20:07,01:39
2025-07-19,EGP20243,English,Ph.D. in English,14:50,16:17
2025-09-02,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,10:06,10:41
2025-10-15,MEB22059,Mechanical Engineering,B. Tech. in Mechanical Engineering,00:38,03:00
2025-09-27,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,02:30,03:00
2026-01-14,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,10:45,15:22
2026-01-07,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,21:47,03:00
2025-03-24,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,00:48,01:22
2026-03-26,DEM21057,Design,Master of Design,18:21,21:47
2025-05-09,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,20:12,22:14
2025-11-27,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,18:08,21:17
2024-08-13,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,19:01,01:42
2026-01-12,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,17:29,20:38
2025-07-03,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,20:37,22:19
2025-12-07,PHI24246,Physics,Integrated M. Sc. in Physics,15:33,18:27
2024-07-02,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,16:03,22:34
2025-01-22,BAP24091,Business Administration,Ph.D. in Business Administration,22:00,00:49
2025-03-27,COP24206,Commerce,Ph.D. in Commerce,11:33,19:20
2025-03-26,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,01:46,03:00
2025-05-23,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,11:32,19:16
2025-02-10,SOP24062,Sociology,Ph.D. in Sociology,11:11,11:44
2026-03-15,EDM22210,Education,M. A. in Education,10:53,17:16
2025-01-07,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,14:00,20:24
2024-12-26,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,17:47,21:01
2026-01-06,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,10:30,15:10
2025-09-28,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,15:20,19:11
2024-12-02,EDM22149,Education,M. A. in Education,13:58,15:15
2024-12-28,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,10:43,15:34
2025-06-17,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,19:26,23:51
2026-02-21,WSP20286,Women Study,Ph.D. in Women Study,10:20,13:41
2025-08-03,COM25133,Commerce,M.Com,20:37,00:30
2025-04-04,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,15:57,16:52
2025-12-14,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,14:24,20:16
2025-04-07,WSP21105,Women Study,Ph.D. in Women Study,11:44,17:11
2024-08-01,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,13:01,15:06
2025-02-06,ENP20281,Energy,Ph.D. in Energy,22:27,03:00
2026-01-19,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,01:58,03:00
2026-03-29,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,13:39,17:38
2025-12-22,PHI20154,Physics,Integrated M. Sc. in Physics,19:40,02:27
2024-05-21,CHM20010,Chemical Sciences,M. Sc. in Chemistry,01:03,03:00
2025-09-26,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,14:29,18:18
2025-11-15,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,11:35,16:40
2025-11-06,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),12:20,17:00
2025-08-03,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),12:03,16:02
2025-07-23,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,01:08,03:00
2025-01-07,ENP21038,Energy,Ph.D. in Energy,14:15,20:59
2025-11-28,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,17:38,20:38
2025-01-18,COM21134,Commerce,M.Com,22:21,03:00
2026-04-05,COP21145,Commerce,Ph.D. in Commerce,15:15,19:50
2026-04-18,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),10:14,11:37
2025-05-04,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,14:25,18:30
2025-10-24,EGE25271,English,M. A. in English,14:54,19:22
2025-08-16,DEB25289,Design,B. Des.,02:02,03:00
2026-02-23,PHM21300,Physics,M. Sc. in Physics,11:46,19:09
2024-07-02,BAP21032,Business Administration,Ph.D. in Business Administration,14:53,19:05
2025-10-29,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,09:10,15:46
2026-02-07,DEP21240,Design,Ph.D. in Design,21:00,03:00
2025-01-18,ECB22086,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,20:55,03:00
2025-11-12,PHI23019,Physics,Integrated M. Sc. in Physics,15:12,21:55
2025-03-26,EDM20259,Education,M. A. in Education,16:54,19:35
2024-08-10,ENE24152,Energy,M. Tech in Energy Technology,18:01,21:57
2024-08-26,HIP24167,Hindi,Ph.D. in Hindi,13:48,16:49
2026-04-18,BAM20100,Business Administration,MBA (Executive) – Online/Part -time,16:25,20:35
2024-12-10,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,23:19,00:47
2024-07-27,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,00:36,02:11
2025-08-27,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),18:02,21:40
2025-02-05,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,13:45,21:02
2024-11-05,EDB20226,Education,B. Ed.,17:47,01:41
2025-06-29,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,23:43,02:47
2025-01-25,SWP23026,Social Work,Ph.D. in Social Work,11:39,16:26
2025-12-16,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,16:11,18:50
2025-06-27,BAT24103,Business Administration,Master of Tourism & Travel Management,21:35,00:37
2024-12-19,EDM23216,Education,M. A. in Education,21:29,22:41
2025-12-23,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,09:12,11:31
2025-11-16,DEM24129,Design,Master of Design,14:51,17:50
2026-01-09,LAP25185,Law,Ph.D. in Law,11:38,18:58
2025-02-11,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,16:55,22:04
2024-11-06,CTM22153,Cultural Studies,M.A. in Cultural Studies,21:22,00:22
2025-02-02,CHB20055,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),01:32,03:00
2025-04-26,BAT21166,Business Administration,Master of Tourism & Travel Management,17:54,22:33
2024-10-29,BAP24091,Business Administration,Ph.D. in Business Administration,10:28,14:31
2024-06-27,BAM22077,Business Administration,Master of Business Administration,10:16,13:48
2024-11-15,EGE22235,English,M. A. in English,11:12,12:39
2025-09-20,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,01:53,03:00
2025-09-08,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,09:15,11:49
2025-02-12,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),22:36,00:00
2024-12-15,CHM24270,Chemical Sciences,M. Sc. in Chemistry,10:08,13:54
2025-10-05,EDB20226,Education,B. Ed.,22:24,00:11
2025-04-21,EGI21283,English,Integrated M.A. in English,11:53,13:44
2025-11-23,FLB21260,Linguistics and Language Technology,BA in Chinese,15:13,19:09
2025-06-13,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,14:44,16:12
2024-10-16,EDT20294,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,12:11,14:23
2024-06-07,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,16:53,00:14
2025-08-31,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,13:12,20:57
2025-10-10,EGE22235,English,M. A. in English,09:43,13:09
2026-02-15,MEM20045,Mechanical Engineering,M. Tech in Mechanical Engineering,23:43,03:00
2025-11-05,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,19:59,00:50
2025-10-28,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,09:55,10:58
2024-09-07,EGE23009,English,M. A. in English,02:25,03:00
2024-12-09,HIM22084,Hindi,M. A. in Hindi,12:39,18:36
2026-03-28,DEB25289,Design,B. Des.,18:29,19:36
2025-06-22,SWM20030,Social Work,M. A. in Social Work,09:35,17:29
