Student ID,Department,Programme,Book ID,Book Category,Issue Date,Return Date,Entry Time,Exit Time,Not Returned,Borrow_Days,Month,Year,Day_Name
EEM24293,Electrical Engineering,M. Tech in Electrical Engineering,B00052,Humanities,2024-11-22,2024-12-11,11:50,13:32,False,19.0,11,2024,Friday
SOM22247,Sociology,M.A. in Sociology,B00272,Humanities,2026-04-17,2026-04-29,17:16,19:30,False,12.0,4,2026,Friday
WSM24074,Women Study,M. A. in Women Studies,B00057,Computer Science,2025-08-01,2025-08-23,18:07,18:53,False,22.0,8,2025,Friday
SOM20181,Sociology,M.A. in Sociology,B00300,Fiction,2025-09-29,2025-10-11,13:12,18:06,False,12.0,9,2025,Monday
MCP25085,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00496,Fiction,2025-09-30,2025-10-29,16:20,19:30,False,29.0,9,2025,Tuesday
EGI21086,English,Integrated M.A. in English,B00001,Computer Science,2026-01-29,,09:21,13:09,True,,1,2026,Thursday
FET22176,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00354,Chemistry,2025-04-20,2025-05-05,15:30,17:00,False,15.0,4,2025,Sunday
DEB23230,Design,B. Des.,B00379,Management,2025-01-19,2025-01-23,16:03,17:00,False,4.0,1,2025,Sunday
EDM20146,Education,M. A. in Education,B00296,Mathematics,2024-08-26,2024-09-05,12:44,18:05,False,10.0,8,2024,Monday
EGP20122,English,Ph.D. in English,B00409,Computer Science,2024-12-02,2024-12-21,12:36,18:18,False,19.0,12,2024,Monday
MBP20008,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,B00042,Fiction,2025-03-16,2025-03-18,10:23,15:41,False,2.0,3,2025,Sunday
CTM25234,Cultural Studies,M.A. in Cultural Studies,B00358,Physics,2026-01-06,2026-01-07,11:46,17:27,False,1.0,1,2026,Tuesday
HIM21140,Hindi,M. A. in Hindi,B00028,Humanities,2024-11-03,2024-12-01,16:09,17:00,False,28.0,11,2024,Sunday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00498,Computer Science,2026-03-14,,11:02,15:43,True,,3,2026,Saturday
FLB24087,Linguistics and Language Technology,BA in Chinese,B00189,Mechanical,2025-06-29,2025-07-11,16:09,16:47,False,12.0,6,2025,Sunday
CSE21123,Computer Science & Engineering,M. Tech. in Data Science,B00218,Physics,2026-03-05,,13:13,14:06,True,,3,2026,Thursday
EDT21061,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,B00455,Computer Science,2025-02-15,2025-02-21,16:30,17:00,False,6.0,2,2025,Saturday
ECD23186,Electronics & Communication Engineering,M. Tech in Bioelectronics,B00319,Fiction,2024-09-23,2024-10-12,16:12,19:30,False,19.0,9,2024,Monday
PHB25162,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00290,Management,2025-11-08,2025-11-27,12:19,14:20,False,19.0,11,2025,Saturday
SWM23023,Social Work,M. A. in Social Work,B00287,Mathematics,2025-03-30,2025-04-12,14:00,17:00,False,13.0,3,2025,Sunday
ECD21286,Electronics & Communication Engineering,M. Tech in Bioelectronics,B00481,Physics,2025-05-06,,16:39,19:21,True,,5,2025,Tuesday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00398,Computer Science,2025-12-30,2026-01-12,13:50,17:02,False,13.0,12,2025,Tuesday
EDB22064,Education,B. Ed.,B00265,Electronics,2024-07-19,2024-08-06,16:08,19:01,False,18.0,7,2024,Friday
EEB24046,Electrical Engineering,B. Tech. in Electrical Engineering,B00417,Management,2026-03-22,,14:48,15:37,True,,3,2026,Sunday
MSP23143,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00145,Electronics,2025-06-02,2025-06-07,14:21,15:33,False,5.0,6,2025,Monday
MSP24004,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00312,Fiction,2024-11-16,2024-12-09,15:18,17:00,False,23.0,11,2024,Saturday
MRP25242,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,B00450,Chemistry,2026-01-02,2026-01-16,17:26,19:30,False,14.0,1,2026,Friday
DEP20077,Design,Ph.D. in Design,B00341,Electronics,2026-04-07,2026-04-15,12:43,15:01,False,8.0,4,2026,Tuesday
ESE25156,Environmental Sciences,M. Sc. in Environmental Science,B00402,Management,2026-03-14,2026-03-15,11:40,13:51,False,1.0,3,2026,Saturday
BAM23137,Business Administration,Certificate in NSE Academy Certified Capital Market,B00318,Physics,2024-10-25,2024-11-05,18:52,19:30,False,11.0,10,2024,Friday
FET20299,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00127,Mechanical,2025-06-27,2025-07-14,17:30,18:29,False,17.0,6,2025,Friday
MEB23025,Mechanical Engineering,B. Tech. in Mechanical Engineering,B00004,Fiction,2025-10-30,2025-11-12,18:17,19:17,False,13.0,10,2025,Thursday
ESE20145,Environmental Sciences,M. Sc. in Environmental Science,B00256,Electronics,2026-02-24,2026-03-09,12:34,14:40,False,13.0,2,2026,Tuesday
EDP22088,Education,Ph.D. in Education,B00143,Chemistry,2025-09-16,2025-09-18,14:36,17:16,False,2.0,9,2025,Tuesday
EEB24046,Electrical Engineering,B. Tech. in Electrical Engineering,B00126,Humanities,2025-08-31,2025-09-03,12:36,17:00,False,3.0,8,2025,Sunday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00279,Electronics,2025-12-06,,12:05,13:38,True,,12,2025,Saturday
EDP22021,Education,Ph.D. in Education,B00366,Mechanical,2024-10-18,2024-10-30,15:01,17:10,False,12.0,10,2024,Friday
MEM20067,Mechanical Engineering,M. Tech in Mechanical Engineering,B00214,Physics,2024-11-15,2024-12-15,13:28,17:07,False,30.0,11,2024,Friday
PHB25162,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00080,Physics,2026-03-31,2026-04-05,14:29,15:50,False,5.0,3,2026,Tuesday
COM21010,Commerce,M.Com,B00341,Electronics,2025-06-27,,10:14,15:52,True,,6,2025,Friday
MEP24211,Mechanical Engineering,Ph.D. in Mechanical Engineering,B00453,Electronics,2026-04-05,2026-04-14,15:55,17:00,False,9.0,4,2026,Sunday
CSE21155,Computer Science & Engineering,M. Tech. in Data Science,B00332,Mathematics,2025-07-06,2025-07-31,10:22,15:52,False,25.0,7,2025,Sunday
CHP20204,Chemical Sciences,Ph.D. in Chemical Sciences,B00180,Computer Science,2026-01-27,2026-01-31,11:44,17:26,False,4.0,1,2026,Tuesday
ASP25084,Assamese,Ph.D. in Assamese,B00213,Humanities,2025-12-14,2026-01-03,15:03,17:00,False,20.0,12,2025,Sunday
DEM20237,Design,Master of Design,B00376,Management,2025-01-23,2025-02-12,16:15,19:23,False,20.0,1,2025,Thursday
LAM21134,Law,LLM,B00028,Humanities,2024-11-21,2024-11-29,09:21,11:37,False,8.0,11,2024,Thursday
PHB24049,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00210,Computer Science,2025-04-16,2025-05-15,18:34,19:30,False,29.0,4,2025,Wednesday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00484,Computer Science,2025-12-12,2025-12-26,17:45,19:30,False,14.0,12,2025,Friday
EGI20227,English,Integrated M.A. in English,B00174,Electronics,2025-03-16,2025-03-20,11:14,12:04,False,4.0,3,2025,Sunday
CTM23013,Cultural Studies,M.A. in Cultural Studies,B00271,Management,2024-10-08,2024-10-23,14:41,16:44,False,15.0,10,2024,Tuesday
EGP20122,English,Ph.D. in English,B00257,Physics,2026-04-30,,11:02,14:24,True,,4,2026,Thursday
BAM23137,Business Administration,Certificate in NSE Academy Certified Capital Market,B00408,Mathematics,2024-05-12,,14:48,17:00,True,,5,2024,Sunday
COM23264,Commerce,M.Com,B00071,Mechanical,2025-01-04,2025-02-01,14:39,17:00,False,28.0,1,2025,Saturday
MEB23025,Mechanical Engineering,B. Tech. in Mechanical Engineering,B00296,Mathematics,2025-08-17,2025-08-28,10:03,11:08,False,11.0,8,2025,Sunday
EDP22269,Education,Ph.D. in Education,B00164,Mathematics,2024-06-11,2024-06-24,12:15,16:45,False,13.0,6,2024,Tuesday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00283,Humanities,2026-04-29,,16:11,17:08,True,,4,2026,Wednesday
MSM24200,Mathematical Sciences,M. Sc. in Mathematics,B00061,Mathematics,2025-02-09,2025-02-16,13:17,14:30,False,7.0,2,2025,Sunday
MCP25085,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00482,Mathematics,2026-02-22,2026-03-20,10:49,15:57,False,26.0,2,2026,Sunday
MBP24005,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,B00330,Management,2025-04-19,2025-04-28,14:02,17:00,False,9.0,4,2025,Saturday
BAT21164,Business Administration,Master of Tourism & Travel Management,B00417,Management,2025-03-19,2025-03-29,18:06,19:30,False,10.0,3,2025,Wednesday
ASP21094,Assamese,Ph.D. in Assamese,B00396,Physics,2026-02-17,2026-03-14,17:00,19:30,False,25.0,2,2026,Tuesday
CSB24220,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,B00349,Humanities,2026-01-04,2026-01-09,16:21,17:00,False,5.0,1,2026,Sunday
SWM23277,Social Work,M. A. in Social Work,B00360,Mathematics,2025-08-30,2025-09-17,11:17,16:45,False,18.0,8,2025,Saturday
COP24288,Commerce,Ph.D. in Commerce,B00222,Physics,2025-07-30,2025-08-02,13:44,14:47,False,3.0,7,2025,Wednesday
EGL23081,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00171,Mechanical,2025-02-25,2025-03-16,09:04,13:02,False,19.0,2,2025,Tuesday
BAM24161,Business Administration,Certificate in NSE Academy Certified Capital Market,B00108,Fiction,2025-12-06,2025-12-15,12:02,13:31,False,9.0,12,2025,Saturday
ESP21287,Environmental Sciences,Ph.D. in Environmental Sciences,B00343,Mathematics,2025-02-19,2025-02-24,14:29,17:42,False,5.0,2,2025,Wednesday
EGI21086,English,Integrated M.A. in English,B00058,Physics,2025-10-12,2025-10-27,14:07,15:13,False,15.0,10,2025,Sunday
DEM21047,Design,Master of Design,B00060,Computer Science,2026-03-29,2026-04-28,15:50,17:00,False,30.0,3,2026,Sunday
MSB20270,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),B00046,Mechanical,2025-08-30,2025-09-04,10:24,11:49,False,5.0,8,2025,Saturday
HIM25239,Hindi,M. A. in Hindi,B00363,Fiction,2025-09-26,2025-10-22,14:23,18:40,False,26.0,9,2025,Friday
LAM22183,Law,LLM,B00135,Physics,2024-09-23,2024-10-14,13:24,17:34,False,21.0,9,2024,Monday
CHM21072,Chemical Sciences,M. Sc. in Chemistry,B00394,Physics,2025-04-23,2025-05-01,12:19,14:36,False,8.0,4,2025,Wednesday
CSB23206,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,B00068,Chemistry,2024-10-19,2024-10-29,14:34,16:45,False,10.0,10,2024,Saturday
MBM23112,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,B00270,Humanities,2026-01-19,2026-02-05,16:25,17:42,False,17.0,1,2026,Monday
CSE23201,Computer Science & Engineering,M. Tech. in Data Science,B00286,Chemistry,2025-06-07,2025-06-11,12:56,16:30,False,4.0,6,2025,Saturday
MEB25053,Mechanical Engineering,B. Tech. in Mechanical Engineering,B00135,Physics,2026-01-02,2026-01-06,18:43,19:30,False,4.0,1,2026,Friday
PHM23048,Physics,M. Sc. in Physics,B00198,Computer Science,2024-07-04,2024-07-13,13:59,16:30,False,9.0,7,2024,Thursday
HIP24037,Hindi,Ph.D. in Hindi,B00210,Computer Science,2026-01-16,2026-02-02,11:22,16:47,False,17.0,1,2026,Friday
SOP24139,Sociology,Ph.D. in Sociology,B00073,Physics,2025-06-29,2025-07-04,12:11,16:35,False,5.0,6,2025,Sunday
EEB21062,Electrical Engineering,B. Tech. in Electrical Engineering,B00309,Chemistry,2026-03-05,2026-03-28,18:00,18:47,False,23.0,3,2026,Thursday
MEM20067,Mechanical Engineering,M. Tech in Mechanical Engineering,B00140,Mechanical,2025-04-25,2025-05-21,13:25,14:13,False,26.0,4,2025,Friday
EGE25196,English,M. A. in English,B00127,Mechanical,2025-09-30,2025-10-22,15:41,18:10,False,22.0,9,2025,Tuesday
MSI23124,Mathematical Sciences,Integrated M. Sc. in Mathematics,B00485,Electronics,2025-05-27,2025-05-31,11:49,15:44,False,4.0,5,2025,Tuesday
COP24288,Commerce,Ph.D. in Commerce,B00064,Chemistry,2025-01-05,2025-01-31,12:02,13:17,False,26.0,1,2025,Sunday
EEM22114,Electrical Engineering,M. Tech in Electrical Engineering,B00025,Management,2024-06-24,2024-06-28,09:32,12:32,False,4.0,6,2024,Monday
MRP25300,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,B00395,Physics,2025-09-21,,15:54,17:00,True,,9,2025,Sunday
ASM25006,Assamese,M.A. in Assamese,B00288,Fiction,2026-04-08,,16:02,19:30,True,,4,2026,Wednesday
ECS21002,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,B00148,Chemistry,2025-12-08,2025-12-17,09:44,11:17,False,9.0,12,2025,Monday
COP24288,Commerce,Ph.D. in Commerce,B00067,Computer Science,2025-09-27,2025-09-29,15:09,17:00,False,2.0,9,2025,Saturday
DEP20077,Design,Ph.D. in Design,B00440,Electronics,2025-02-01,2025-02-09,15:08,16:52,False,8.0,2,2025,Saturday
CHM21297,Chemical Sciences,M. Sc. in Chemistry,B00141,Mathematics,2024-05-17,2024-05-31,12:22,13:36,False,14.0,5,2024,Friday
MSM25174,Mathematical Sciences,M. Sc. in Mathematics,B00247,Mathematics,2025-09-01,2025-09-05,14:01,15:51,False,4.0,9,2025,Monday
EEP20163,Electrical Engineering,Ph.D. in Electrical Engineering,B00441,Management,2024-12-18,2025-01-03,17:57,19:30,False,16.0,12,2024,Wednesday
ASP25084,Assamese,Ph.D. in Assamese,B00130,Mathematics,2025-08-07,2025-08-10,11:03,12:03,False,3.0,8,2025,Thursday
SOM22247,Sociology,M.A. in Sociology,B00426,Management,2025-06-28,2025-07-21,16:28,17:00,False,23.0,6,2025,Saturday
PHB22136,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00463,Humanities,2025-12-30,2026-01-26,13:48,15:56,False,27.0,12,2025,Tuesday
EEP21121,Electrical Engineering,Ph.D. in Electrical Engineering,B00027,Mechanical,2025-06-30,2025-07-23,10:36,13:35,False,23.0,6,2025,Monday
EEB24222,Electrical Engineering,B. Tech. in Electrical Engineering,B00095,Chemistry,2025-07-31,2025-08-18,11:25,12:49,False,18.0,7,2025,Thursday
FET22176,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00291,Humanities,2024-10-25,2024-11-13,10:21,14:39,False,19.0,10,2024,Friday
EDM22035,Education,M. A. in Education,B00215,Computer Science,2024-07-09,2024-07-26,15:20,16:04,False,17.0,7,2024,Tuesday
FLB24087,Linguistics and Language Technology,BA in Chinese,B00319,Fiction,2026-04-26,2026-04-27,10:03,11:48,False,1.0,4,2026,Sunday
PHB24049,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00472,Computer Science,2024-11-26,2024-12-15,14:03,19:29,False,19.0,11,2024,Tuesday
PHB20135,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00239,Mechanical,2025-04-05,2025-04-12,14:03,17:00,False,7.0,4,2025,Saturday
ECS21002,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,B00107,Fiction,2026-03-12,2026-04-04,16:46,19:30,False,23.0,3,2026,Thursday
PHP25152,Physics,Ph.D. in Physics,B00116,Chemistry,2025-10-07,2025-10-22,15:19,16:24,False,15.0,10,2025,Tuesday
CST23233,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,B00045,Computer Science,2025-11-20,2025-11-28,11:22,16:22,False,8.0,11,2025,Thursday
EEP21095,Electrical Engineering,Ph.D. in Electrical Engineering,B00015,Chemistry,2025-09-27,2025-10-11,15:21,17:00,False,14.0,9,2025,Saturday
EEB21062,Electrical Engineering,B. Tech. in Electrical Engineering,B00325,Physics,2026-02-02,2026-02-24,17:24,19:30,False,22.0,2,2026,Monday
SOM20181,Sociology,M.A. in Sociology,B00123,Mechanical,2024-11-06,2024-11-10,11:26,15:13,False,4.0,11,2024,Wednesday
PHI24225,Physics,Integrated M. Sc. in Physics,B00378,Physics,2025-04-18,,14:11,15:47,True,,4,2025,Friday
CTM23013,Cultural Studies,M.A. in Cultural Studies,B00150,Mathematics,2025-09-13,2025-10-07,11:28,16:58,False,24.0,9,2025,Saturday
MSM23217,Mathematical Sciences,M. Sc. in Mathematics,B00066,Fiction,2024-09-15,,16:28,17:00,True,,9,2024,Sunday
EEP23219,Electrical Engineering,Ph.D. in Electrical Engineering,B00408,Mathematics,2025-03-15,2025-04-02,11:50,15:07,False,18.0,3,2025,Saturday
ESP21287,Environmental Sciences,Ph.D. in Environmental Sciences,B00185,Fiction,2024-08-07,2024-08-26,18:25,19:30,False,19.0,8,2024,Wednesday
EGL23259,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00144,Computer Science,2024-07-09,2024-07-22,18:38,19:30,False,13.0,7,2024,Tuesday
CSB23007,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,B00172,Chemistry,2026-04-28,,17:57,18:39,True,,4,2026,Tuesday
MSM25174,Mathematical Sciences,M. Sc. in Mathematics,B00363,Fiction,2026-02-11,2026-03-13,18:59,19:30,False,30.0,2,2026,Wednesday
CSP21191,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,B00312,Fiction,2024-06-04,2024-07-02,17:20,19:30,False,28.0,6,2024,Tuesday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00302,Mathematics,2025-12-08,2025-12-17,17:06,19:30,False,9.0,12,2025,Monday
EGP22209,English,Ph.D. in English,B00011,Humanities,2025-03-04,2025-03-07,18:12,19:30,False,3.0,3,2025,Tuesday
CTM23013,Cultural Studies,M.A. in Cultural Studies,B00432,Chemistry,2026-03-21,2026-03-26,15:49,16:22,False,5.0,3,2026,Saturday
MSP23143,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00381,Computer Science,2024-09-26,2024-10-19,10:11,15:04,False,23.0,9,2024,Thursday
HIM21235,Hindi,M. A. in Hindi,B00464,Chemistry,2024-06-27,2024-07-17,16:43,19:30,False,20.0,6,2024,Thursday
EGI21128,English,Integrated M.A. in English,B00045,Computer Science,2024-12-21,2024-12-23,12:06,16:42,False,2.0,12,2024,Saturday
EGL25294,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00324,Chemistry,2026-02-21,2026-03-10,16:26,17:00,False,17.0,2,2026,Saturday
DEP20077,Design,Ph.D. in Design,B00433,Management,2026-01-06,2026-01-12,09:59,11:20,False,6.0,1,2026,Tuesday
BAP21036,Business Administration,Ph.D. in Business Administration,B00093,Computer Science,2024-10-12,2024-11-05,12:31,14:22,False,24.0,10,2024,Saturday
ASM22126,Assamese,M.A. in Assamese,B00449,Physics,2024-07-30,2024-08-21,17:28,18:36,False,22.0,7,2024,Tuesday
EDP22088,Education,Ph.D. in Education,B00318,Physics,2024-07-05,2024-07-30,14:10,19:16,False,25.0,7,2024,Friday
MSM25132,Mathematical Sciences,M. Sc. in Mathematics,B00486,Mathematics,2025-12-09,2026-01-02,17:50,19:30,False,24.0,12,2025,Tuesday
ENP20044,Energy,Ph.D. in Energy,B00169,Mathematics,2025-12-16,2025-12-18,09:17,12:12,False,2.0,12,2025,Tuesday
HIM21235,Hindi,M. A. in Hindi,B00161,Mechanical,2024-05-08,2024-05-31,11:15,12:06,False,23.0,5,2024,Wednesday
DEP24280,Design,Ph.D. in Design,B00319,Fiction,2025-08-18,,15:38,16:44,True,,8,2025,Monday
MBI25169,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00232,Mechanical,2026-01-21,2026-02-10,17:35,18:20,False,20.0,1,2026,Wednesday
EGI23267,English,Integrated M.A. in English,B00256,Electronics,2025-11-23,2025-11-27,12:35,13:41,False,4.0,11,2025,Sunday
CHP20059,Chemical Sciences,Ph.D. in Chemical Sciences,B00363,Fiction,2025-04-14,,09:18,15:01,True,,4,2025,Monday
MBI20167,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00342,Mechanical,2025-12-15,2025-12-18,14:55,17:10,False,3.0,12,2025,Monday
DEB24073,Design,B. Des.,B00220,Chemistry,2025-08-12,2025-09-07,11:01,13:16,False,26.0,8,2025,Tuesday
EEP21121,Electrical Engineering,Ph.D. in Electrical Engineering,B00159,Mechanical,2026-02-24,2026-02-25,15:25,19:30,False,1.0,2,2026,Tuesday
MSM25174,Mathematical Sciences,M. Sc. in Mathematics,B00452,Computer Science,2025-11-02,2025-11-19,16:25,17:00,False,17.0,11,2025,Sunday
DEP25068,Design,Ph.D. in Design,B00267,Mechanical,2025-10-30,2025-11-20,18:36,19:30,False,21.0,10,2025,Thursday
PHB25103,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00124,Physics,2025-09-10,2025-09-13,17:56,19:30,False,3.0,9,2025,Wednesday
MCM21154,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,B00350,Fiction,2026-01-26,2026-02-05,15:52,18:13,False,10.0,1,2026,Monday
PHI21083,Physics,Integrated M. Sc. in Physics,B00080,Physics,2025-06-23,2025-07-07,18:22,19:30,False,14.0,6,2025,Monday
ASP25084,Assamese,Ph.D. in Assamese,B00124,Physics,2026-05-02,,15:11,17:00,True,,5,2026,Saturday
ESP21287,Environmental Sciences,Ph.D. in Environmental Sciences,B00437,Computer Science,2024-11-13,2024-11-22,13:26,15:50,False,9.0,11,2024,Wednesday
DEB23230,Design,B. Des.,B00262,Mathematics,2025-02-25,2025-03-07,13:53,19:30,False,10.0,2,2025,Tuesday
EGP20122,English,Ph.D. in English,B00395,Physics,2024-10-13,2024-11-09,10:14,11:53,False,27.0,10,2024,Sunday
EDE22079,Education,M. Ed.,B00139,Humanities,2026-04-02,2026-04-20,11:39,15:50,False,18.0,4,2026,Thursday
MSP21033,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00141,Mathematics,2025-07-09,2025-07-31,17:34,19:30,False,22.0,7,2025,Wednesday
CSP22050,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,B00163,Computer Science,2025-01-12,2025-01-14,11:06,12:56,False,2.0,1,2025,Sunday
EDP22088,Education,Ph.D. in Education,B00365,Physics,2025-10-06,2025-10-21,12:01,15:36,False,15.0,10,2025,Monday
CTM21260,Cultural Studies,M.A. in Cultural Studies,B00099,Physics,2026-04-04,2026-04-17,10:31,15:01,False,13.0,4,2026,Saturday
PHB25162,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00251,Chemistry,2026-01-24,2026-02-18,16:09,17:00,False,25.0,1,2026,Saturday
EEP23054,Electrical Engineering,Ph.D. in Electrical Engineering,B00438,Management,2024-08-12,2024-08-24,15:40,19:30,False,12.0,8,2024,Monday
ASM22126,Assamese,M.A. in Assamese,B00112,Computer Science,2026-03-10,2026-03-21,14:08,16:07,False,11.0,3,2026,Tuesday
HIM25157,Hindi,M. A. in Hindi,B00361,Fiction,2025-10-11,2025-10-16,11:46,14:16,False,5.0,10,2025,Saturday
LAP23202,Law,Ph.D. in Law,B00138,Computer Science,2025-01-14,2025-01-16,17:28,19:30,False,2.0,1,2025,Tuesday
MSB22082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),B00323,Fiction,2026-04-12,,15:40,17:00,True,,4,2026,Sunday
EGP22209,English,Ph.D. in English,B00085,Fiction,2026-01-29,2026-01-30,18:44,19:30,False,1.0,1,2026,Thursday
HIM25231,Hindi,M. A. in Hindi,B00125,Chemistry,2025-11-02,2025-11-23,13:59,17:00,False,21.0,11,2025,Sunday
DEP25068,Design,Ph.D. in Design,B00296,Mathematics,2025-10-27,2025-11-04,16:32,17:11,False,8.0,10,2025,Monday
FEP25175,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00073,Physics,2026-01-18,2026-02-17,10:44,16:34,False,30.0,1,2026,Sunday
EEP23219,Electrical Engineering,Ph.D. in Electrical Engineering,B00044,Mechanical,2025-11-27,,09:11,13:24,True,,11,2025,Thursday
APP22221,Applied Sciences,Ph.D. in Applied Sciences,B00220,Chemistry,2024-09-19,,13:22,16:09,True,,9,2024,Thursday
HIM25157,Hindi,M. A. in Hindi,B00054,Chemistry,2025-12-05,2025-12-23,14:40,18:22,False,18.0,12,2025,Friday
HIM24226,Hindi,M. A. in Hindi,B00290,Management,2025-08-11,,10:35,13:44,True,,8,2025,Monday
MEB25053,Mechanical Engineering,B. Tech. in Mechanical Engineering,B00464,Chemistry,2025-08-18,2025-09-11,10:16,11:23,False,24.0,8,2025,Monday
CST23216,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,B00467,Physics,2025-12-23,,13:49,14:48,True,,12,2025,Tuesday
EDE23089,Education,M. Ed.,B00069,Physics,2026-01-23,2026-02-05,15:16,17:37,False,13.0,1,2026,Friday
EGI23267,English,Integrated M.A. in English,B00290,Management,2024-05-07,2024-05-09,18:18,19:07,False,2.0,5,2024,Tuesday
CEM24249,Civil Engineering,M. Tech. in Civil Engineering,B00464,Chemistry,2025-05-19,2025-06-03,18:32,19:30,False,15.0,5,2025,Monday
MSB25188,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),B00441,Management,2026-04-07,2026-04-11,15:06,15:45,False,4.0,4,2026,Tuesday
CTM21260,Cultural Studies,M.A. in Cultural Studies,B00298,Chemistry,2024-10-11,2024-10-24,15:35,18:32,False,13.0,10,2024,Friday
FEP25175,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00395,Physics,2025-10-19,2025-11-09,11:40,14:30,False,21.0,10,2025,Sunday
FEB23015,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,B00286,Chemistry,2025-04-08,2025-04-15,10:16,16:09,False,7.0,4,2025,Tuesday
EGL23081,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00216,Chemistry,2024-12-28,2024-12-31,14:37,17:00,False,3.0,12,2024,Saturday
FET20299,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00029,Mathematics,2024-10-23,2024-11-17,16:41,19:30,False,25.0,10,2024,Wednesday
FET22176,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00410,Management,2025-12-30,2026-01-01,13:23,17:16,False,2.0,12,2025,Tuesday
ECB21131,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,B00176,Mechanical,2025-10-03,2025-10-16,17:07,19:19,False,13.0,10,2025,Friday
BAM23203,Business Administration,Certificate in NSE Academy Certified Capital Market,B00333,Computer Science,2026-03-31,2026-04-11,11:12,16:27,False,11.0,3,2026,Tuesday
ASP25084,Assamese,Ph.D. in Assamese,B00079,Mechanical,2026-03-01,2026-03-19,10:12,16:06,False,18.0,3,2026,Sunday
EDE22079,Education,M. Ed.,B00392,Management,2025-01-10,2025-01-11,15:44,19:30,False,1.0,1,2025,Friday
EGL24207,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00423,Mechanical,2026-03-10,2026-03-21,14:45,18:47,False,11.0,3,2026,Tuesday
EEP24275,Electrical Engineering,Ph.D. in Electrical Engineering,B00265,Electronics,2024-11-28,2024-12-25,17:51,19:30,False,27.0,11,2024,Thursday
COI22029,Commerce,Integrated M. Com.,B00264,Computer Science,2024-08-17,2024-09-07,11:42,16:32,False,21.0,8,2024,Saturday
CHI23106,Chemical Sciences,Integrated M.Sc. in Chemistry,B00109,Electronics,2025-09-27,2025-10-20,13:47,15:09,False,23.0,9,2025,Saturday
EDM22035,Education,M. A. in Education,B00336,Humanities,2026-02-27,2026-03-03,14:01,18:52,False,4.0,2,2026,Friday
