Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2025-11-16,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 09:20:00,2026-05-06 13:11:00,3.85,9
2024-07-03,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 13:48:00,2026-05-06 16:49:00,3.0166666666666666,13
2025-12-16,SOP24118,Sociology,Ph.D. in Sociology,2026-05-06 00:15:00,2026-05-06 02:29:00,2.2333333333333334,0
2026-02-16,PHI25043,Physics,Integrated M. Sc. in Physics,2026-05-06 01:06:00,2026-05-06 03:00:00,1.9,1
2024-05-14,EDM23216,Education,M. A. in Education,2026-05-06 23:29:00,2026-05-06 03:00:00,-20.483333333333334,23
2024-05-09,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 21:21:00,2026-05-06 00:33:00,-20.8,21
2026-04-02,EDM20101,Education,M. A. in Education,2026-05-06 10:07:00,2026-05-06 14:17:00,4.166666666666667,10
2024-07-25,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 21:56:00,2026-05-06 03:00:00,-18.933333333333334,21
2024-09-13,EDP24172,Education,Ph.D. in Education,2026-05-06 00:26:00,2026-05-06 02:30:00,2.066666666666667,0
2025-10-30,BAM21273,Business Administration,Master of Business Administration,2026-05-06 16:01:00,2026-05-06 17:12:00,1.1833333333333333,16
2024-06-18,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 01:56:00,2026-05-06 03:00:00,1.0666666666666667,1
2024-06-27,LAP22136,Law,Ph.D. in Law,2026-05-06 14:45:00,2026-05-06 19:05:00,4.333333333333333,14
2025-07-14,PHP23245,Physics,Ph.D. in Physics,2026-05-06 00:29:00,2026-05-06 03:00:00,2.5166666666666666,0
2026-01-15,ESE21051,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 11:49:00,2026-05-06 16:20:00,4.516666666666667,11
2024-05-13,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 00:10:00,2026-05-06 03:00:00,2.8333333333333335,0
2026-02-17,CTM25173,Cultural Studies,M.A. in Cultural Studies,2026-05-06 10:05:00,2026-05-06 16:24:00,6.316666666666666,10
2025-10-24,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 11:50:00,2026-05-06 18:49:00,6.983333333333333,11
2025-11-09,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 11:54:00,2026-05-06 16:12:00,4.3,11
2026-03-14,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 17:06:00,2026-05-06 19:22:00,2.2666666666666666,17
2026-02-02,EDE23249,Education,M. Ed.,2026-05-06 00:20:00,2026-05-06 03:00:00,2.6666666666666665,0
2026-03-25,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 17:17:00,2026-05-06 23:49:00,6.533333333333333,17
2024-07-09,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 01:27:00,2026-05-06 03:00:00,1.55,1
2025-03-02,HIM20022,Hindi,M. A. in Hindi,2026-05-06 10:40:00,2026-05-06 16:56:00,6.266666666666667,10
2026-04-27,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 17:58:00,2026-05-06 22:23:00,4.416666666666667,17
2024-06-15,BAM22077,Business Administration,Master of Business Administration,2026-05-06 14:55:00,2026-05-06 18:35:00,3.6666666666666665,14
2026-02-06,COI21021,Commerce,Integrated M. Com.,2026-05-06 20:57:00,2026-05-06 22:02:00,1.0833333333333333,20
2024-11-16,BAM21273,Business Administration,Master of Business Administration,2026-05-06 22:45:00,2026-05-06 03:00:00,-19.75,22
2025-02-01,HIP24167,Hindi,Ph.D. in Hindi,2026-05-06 18:55:00,2026-05-06 02:17:00,-16.633333333333333,18
2024-11-07,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 20:59:00,2026-05-06 01:59:00,-19.0,20
2024-05-06,DEM22034,Design,Master of Design,2026-05-06 09:27:00,2026-05-06 17:00:00,7.55,9
2025-10-06,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 13:14:00,2026-05-06 19:23:00,6.15,13
2025-08-07,ENP20037,Energy,Ph.D. in Energy,2026-05-06 09:35:00,2026-05-06 16:15:00,6.666666666666667,9
2025-03-05,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 19:14:00,2026-05-06 22:41:00,3.45,19
2024-07-04,PHB20074,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 13:08:00,2026-05-06 14:38:00,1.5,13
2025-01-21,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 15:07:00,2026-05-06 21:07:00,6.0,15
2025-03-01,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 15:15:00,2026-05-06 16:25:00,1.1666666666666667,15
2026-04-01,PHB22131,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 17:03:00,2026-05-06 23:15:00,6.2,17
2025-08-05,MBP20219,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,2026-05-06 12:19:00,2026-05-06 12:59:00,0.6666666666666666,12
2025-12-09,COM23254,Commerce,M.Com,2026-05-06 14:45:00,2026-05-06 21:00:00,6.25,14
2025-05-07,FLB21260,Linguistics and Language Technology,BA in Chinese,2026-05-06 17:05:00,2026-05-06 22:27:00,5.366666666666666,17
2025-08-30,CTM22153,Cultural Studies,M.A. in Cultural Studies,2026-05-06 17:30:00,2026-05-06 20:13:00,2.716666666666667,17
2025-10-21,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 01:21:00,2026-05-06 03:00:00,1.65,1
2025-09-06,PHP25250,Physics,Ph.D. in Physics,2026-05-06 12:28:00,2026-05-06 18:14:00,5.766666666666667,12
2026-01-30,EDB24211,Education,B. Ed.,2026-05-06 10:52:00,2026-05-06 14:58:00,4.1,10
2024-11-26,BAT22148,Business Administration,Master of Tourism & Travel Management,2026-05-06 23:29:00,2026-05-06 03:00:00,-20.483333333333334,23
2025-11-27,SOP24118,Sociology,Ph.D. in Sociology,2026-05-06 21:21:00,2026-05-06 03:00:00,-18.35,21
2024-11-04,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 19:01:00,2026-05-06 23:39:00,4.633333333333334,19
2024-08-05,HIM23113,Hindi,M. A. in Hindi,2026-05-06 13:13:00,2026-05-06 21:07:00,7.9,13
2026-03-16,LAP20040,Law,Ph.D. in Law,2026-05-06 10:46:00,2026-05-06 15:13:00,4.45,10
2024-10-19,EDB20226,Education,B. Ed.,2026-05-06 10:49:00,2026-05-06 18:18:00,7.483333333333333,10
2026-04-16,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 21:51:00,2026-05-06 01:00:00,-20.85,21
2024-10-29,WSM23031,Women Study,M. A. in Women Studies,2026-05-06 18:00:00,2026-05-06 01:55:00,-16.083333333333332,18
2025-12-28,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 11:07:00,2026-05-06 17:23:00,6.266666666666667,11
2025-12-08,SOP24118,Sociology,Ph.D. in Sociology,2026-05-06 21:47:00,2026-05-06 23:20:00,1.55,21
2024-06-13,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 21:47:00,2026-05-06 03:00:00,-18.783333333333335,21
2026-03-11,MSB25063,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 19:09:00,2026-05-06 01:34:00,-17.583333333333332,19
2026-04-15,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 11:55:00,2026-05-06 13:26:00,1.5166666666666666,11
2025-07-17,MSI20156,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 12:56:00,2026-05-06 17:57:00,5.016666666666667,12
2024-08-28,BAM23213,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 10:20:00,2026-05-06 17:38:00,7.3,10
2025-04-26,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 13:11:00,2026-05-06 15:16:00,2.0833333333333335,13
2025-04-19,FLB23228,Linguistics and Language Technology,BA in Chinese,2026-05-06 09:52:00,2026-05-06 14:58:00,5.1,9
2025-04-23,COM21134,Commerce,M.Com,2026-05-06 13:08:00,2026-05-06 17:13:00,4.083333333333333,13
2024-12-08,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 21:49:00,2026-05-06 03:00:00,-18.816666666666666,21
2025-06-21,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 10:40:00,2026-05-06 13:00:00,2.3333333333333335,10
2026-04-01,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 18:54:00,2026-05-06 21:47:00,2.8833333333333333,18
2026-01-23,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 15:49:00,2026-05-06 21:52:00,6.05,15
2024-10-20,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 00:15:00,2026-05-06 03:00:00,2.75,0
2025-01-06,MSM22298,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 14:10:00,2026-05-06 19:31:00,5.35,14
2025-11-23,CHM21095,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 23:38:00,2026-05-06 01:18:00,-22.333333333333332,23
2025-04-13,BAM21258,Business Administration,Master of Business Administration,2026-05-06 18:37:00,2026-05-06 00:45:00,-17.866666666666667,18
2026-05-03,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 00:08:00,2026-05-06 03:00:00,2.8666666666666667,0
2024-06-24,DEM21057,Design,Master of Design,2026-05-06 12:46:00,2026-05-06 13:46:00,1.0,12
2025-10-10,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 01:19:00,2026-05-06 03:00:00,1.6833333333333333,1
2026-02-20,EGE23009,English,M. A. in English,2026-05-06 23:52:00,2026-05-06 03:00:00,-20.866666666666667,23
2024-10-04,MSP20170,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 13:54:00,2026-05-06 21:25:00,7.516666666666667,13
2024-09-11,EEP22035,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 14:58:00,2026-05-06 17:52:00,2.9,14
2026-03-06,CHM24270,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 13:28:00,2026-05-06 15:52:00,2.4,13
2025-01-08,EGI21049,English,Integrated M.A. in English,2026-05-06 23:35:00,2026-05-06 03:00:00,-20.583333333333332,23
2024-11-14,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 11:21:00,2026-05-06 14:13:00,2.8666666666666667,11
2025-05-28,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 18:07:00,2026-05-06 20:02:00,1.9166666666666667,18
2025-07-10,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 23:42:00,2026-05-06 03:00:00,-20.7,23
2026-01-19,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 18:51:00,2026-05-06 00:34:00,-18.283333333333335,18
2025-04-06,SWM20161,Social Work,M. A. in Social Work,2026-05-06 17:22:00,2026-05-06 21:23:00,4.016666666666667,17
2025-04-06,DEP21240,Design,Ph.D. in Design,2026-05-06 11:58:00,2026-05-06 12:34:00,0.6,11
2026-04-08,SOP24118,Sociology,Ph.D. in Sociology,2026-05-06 23:44:00,2026-05-06 03:00:00,-20.733333333333334,23
2025-09-23,CSE25261,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 14:25:00,2026-05-06 16:25:00,2.0,14
2025-10-13,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 22:13:00,2026-05-06 03:00:00,-19.216666666666665,22
2026-03-28,ASM23199,Assamese,M.A. in Assamese,2026-05-06 17:09:00,2026-05-06 01:08:00,-16.016666666666666,17
2026-01-07,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 12:30:00,2026-05-06 13:51:00,1.35,12
2026-04-20,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 09:37:00,2026-05-06 14:57:00,5.333333333333333,9
2024-10-24,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 23:28:00,2026-05-06 03:00:00,-20.466666666666665,23
2024-09-04,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 11:31:00,2026-05-06 17:19:00,5.8,11
2025-08-15,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 01:59:00,2026-05-06 03:00:00,1.0166666666666666,1
2025-06-21,BAT22148,Business Administration,Master of Tourism & Travel Management,2026-05-06 14:17:00,2026-05-06 21:46:00,7.483333333333333,14
2024-08-26,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 23:48:00,2026-05-06 03:00:00,-20.8,23
2025-11-16,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 18:08:00,2026-05-06 00:16:00,-17.866666666666667,18
2026-02-12,EDM22149,Education,M. A. in Education,2026-05-06 22:58:00,2026-05-06 03:00:00,-19.966666666666665,22
2025-07-02,EDP24172,Education,Ph.D. in Education,2026-05-06 18:33:00,2026-05-06 00:40:00,-17.883333333333333,18
2025-08-04,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 09:56:00,2026-05-06 16:13:00,6.283333333333333,9
2026-02-20,FET25012,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 15:49:00,2026-05-06 22:53:00,7.066666666666666,15
2025-04-05,SOM24143,Sociology,M.A. in Sociology,2026-05-06 18:47:00,2026-05-06 19:52:00,1.0833333333333333,18
2025-01-11,CHM23087,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 20:40:00,2026-05-06 21:36:00,0.9333333333333333,20
2026-03-19,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 15:42:00,2026-05-06 23:17:00,7.583333333333333,15
2024-10-31,BAM21273,Business Administration,Master of Business Administration,2026-05-06 01:37:00,2026-05-06 03:00:00,1.3833333333333333,1
2025-11-13,ASM23199,Assamese,M.A. in Assamese,2026-05-06 10:15:00,2026-05-06 17:10:00,6.916666666666667,10
2025-11-18,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 10:19:00,2026-05-06 11:31:00,1.2,10
2024-10-01,CHM23229,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 16:04:00,2026-05-06 21:08:00,5.066666666666666,16
2024-06-18,BAP20241,Business Administration,Ph.D. in Business Administration,2026-05-06 20:27:00,2026-05-06 23:01:00,2.566666666666667,20
2024-11-24,ASM23199,Assamese,M.A. in Assamese,2026-05-06 12:43:00,2026-05-06 16:07:00,3.4,12
2024-05-14,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 16:52:00,2026-05-06 19:36:00,2.7333333333333334,16
2025-03-17,LAM22176,Law,LLM,2026-05-06 18:05:00,2026-05-06 18:55:00,0.8333333333333334,18
2026-03-18,HIM21244,Hindi,M. A. in Hindi,2026-05-06 02:12:00,2026-05-06 03:00:00,0.8,2
2026-01-30,EDM25292,Education,M. A. in Education,2026-05-06 23:40:00,2026-05-06 03:00:00,-20.666666666666668,23
2024-06-03,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 20:03:00,2026-05-06 22:24:00,2.35,20
2025-07-22,EDP20006,Education,Ph.D. in Education,2026-05-06 18:04:00,2026-05-06 23:33:00,5.483333333333333,18
2025-06-02,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 12:28:00,2026-05-06 19:44:00,7.266666666666667,12
2026-01-27,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 17:52:00,2026-05-06 22:06:00,4.233333333333333,17
2024-09-22,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 12:02:00,2026-05-06 14:40:00,2.6333333333333333,12
2026-02-20,EGE25203,English,M. A. in English,2026-05-06 21:14:00,2026-05-06 00:28:00,-20.766666666666666,21
2025-01-22,FLB21260,Linguistics and Language Technology,BA in Chinese,2026-05-06 15:41:00,2026-05-06 16:17:00,0.6,15
2026-02-28,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 02:01:00,2026-05-06 03:00:00,0.9833333333333333,2
2025-01-15,EGI22108,English,Integrated M.A. in English,2026-05-06 10:20:00,2026-05-06 15:23:00,5.05,10
2025-02-14,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 23:10:00,2026-05-06 03:00:00,-20.166666666666668,23
2025-08-01,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,2026-05-06 22:39:00,2026-05-06 00:58:00,-21.683333333333334,22
2024-10-16,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 19:49:00,2026-05-06 22:56:00,3.1166666666666667,19
2025-08-26,BAM22077,Business Administration,Master of Business Administration,2026-05-06 21:05:00,2026-05-06 03:00:00,-18.083333333333332,21
2025-01-01,BAM21273,Business Administration,Master of Business Administration,2026-05-06 22:03:00,2026-05-06 03:00:00,-19.05,22
2025-03-05,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,2026-05-06 21:32:00,2026-05-06 23:16:00,1.7333333333333334,21
2025-01-27,BAM23104,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 18:04:00,2026-05-06 21:44:00,3.6666666666666665,18
2026-02-20,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 15:23:00,2026-05-06 20:28:00,5.083333333333333,15
2026-03-12,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 23:18:00,2026-05-06 03:00:00,-20.3,23
2024-06-25,CHI20141,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 18:53:00,2026-05-06 21:19:00,2.433333333333333,18
2025-10-10,PHP23122,Physics,Ph.D. in Physics,2026-05-06 17:18:00,2026-05-06 20:42:00,3.4,17
2024-08-03,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 13:11:00,2026-05-06 20:06:00,6.916666666666667,13
2026-03-09,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 12:30:00,2026-05-06 13:34:00,1.0666666666666667,12
2026-03-01,MCM23223,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 18:41:00,2026-05-06 19:34:00,0.8833333333333333,18
2026-05-01,EDM25292,Education,M. A. in Education,2026-05-06 00:46:00,2026-05-06 03:00:00,2.2333333333333334,0
2025-11-16,PHM20115,Physics,M. Sc. in Physics,2026-05-06 13:45:00,2026-05-06 19:21:00,5.6,13
2026-01-30,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 19:20:00,2026-05-06 20:35:00,1.25,19
2025-03-13,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 20:36:00,2026-05-06 21:48:00,1.2,20
2026-02-19,EGE25203,English,M. A. in English,2026-05-06 12:45:00,2026-05-06 14:28:00,1.7166666666666666,12
2025-11-29,BAM20070,Business Administration,MBA (Executive) – Online/Part -time,2026-05-06 10:45:00,2026-05-06 15:17:00,4.533333333333333,10
2024-06-16,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 21:10:00,2026-05-06 03:00:00,-18.166666666666668,21
2024-06-11,HIP21247,Hindi,Ph.D. in Hindi,2026-05-06 18:04:00,2026-05-06 19:56:00,1.8666666666666667,18
2026-03-30,CHM21095,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 21:47:00,2026-05-06 03:00:00,-18.783333333333335,21
2026-01-26,EDM22149,Education,M. A. in Education,2026-05-06 22:09:00,2026-05-06 03:00:00,-19.15,22
2025-03-13,PHM21196,Physics,M. Sc. in Physics,2026-05-06 00:30:00,2026-05-06 03:00:00,2.5,0
2026-04-15,PHI23019,Physics,Integrated M. Sc. in Physics,2026-05-06 10:24:00,2026-05-06 15:05:00,4.683333333333334,10
2026-02-15,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 14:43:00,2026-05-06 20:03:00,5.333333333333333,14
2025-11-20,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 17:48:00,2026-05-06 22:44:00,4.933333333333334,17
2024-07-04,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 21:51:00,2026-05-06 00:17:00,-21.566666666666666,21
2025-11-29,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 16:57:00,2026-05-06 22:36:00,5.65,16
2024-11-17,HIM20177,Hindi,M. A. in Hindi,2026-05-06 20:46:00,2026-05-06 01:43:00,-19.05,20
2025-08-09,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 12:36:00,2026-05-06 18:24:00,5.8,12
2025-02-15,CHM24270,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 13:11:00,2026-05-06 17:54:00,4.716666666666667,13
2025-10-16,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 21:45:00,2026-05-06 03:00:00,-18.75,21
2025-07-02,EEB21053,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 13:24:00,2026-05-06 21:14:00,7.833333333333333,13
2025-01-15,MCM24137,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 22:44:00,2026-05-06 03:00:00,-19.733333333333334,22
2025-03-21,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 17:22:00,2026-05-06 22:48:00,5.433333333333334,17
2025-01-13,MCM23048,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,2026-05-06 13:33:00,2026-05-06 21:12:00,7.65,13
2024-10-13,ENE24069,Energy,M. Tech in Energy Technology,2026-05-06 20:25:00,2026-05-06 22:41:00,2.2666666666666666,20
2026-02-19,BAM21258,Business Administration,Master of Business Administration,2026-05-06 12:44:00,2026-05-06 20:19:00,7.583333333333333,12
2024-09-11,EDM20259,Education,M. A. in Education,2026-05-06 00:09:00,2026-05-06 03:00:00,2.85,0
2025-07-17,FLB21260,Linguistics and Language Technology,BA in Chinese,2026-05-06 20:50:00,2026-05-06 22:05:00,1.25,20
2025-09-19,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,2026-05-06 23:21:00,2026-05-06 01:13:00,-22.133333333333333,23
2024-08-29,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 11:05:00,2026-05-06 19:03:00,7.966666666666667,11
2025-09-26,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 19:04:00,2026-05-06 19:53:00,0.8166666666666667,19
2026-01-06,PHP23122,Physics,Ph.D. in Physics,2026-05-06 21:02:00,2026-05-06 03:00:00,-18.033333333333335,21
2026-01-22,PHI24246,Physics,Integrated M. Sc. in Physics,2026-05-06 01:02:00,2026-05-06 01:39:00,0.6166666666666667,1
2024-08-25,ENP20037,Energy,Ph.D. in Energy,2026-05-06 18:13:00,2026-05-06 00:47:00,-17.433333333333334,18
2025-02-08,HIP21247,Hindi,Ph.D. in Hindi,2026-05-06 20:53:00,2026-05-06 02:40:00,-18.216666666666665,20
2025-10-03,CTM25187,Cultural Studies,M.A. in Cultural Studies,2026-05-06 18:18:00,2026-05-06 22:19:00,4.016666666666667,18
2025-10-15,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 00:03:00,2026-05-06 02:32:00,2.4833333333333334,0
2026-02-26,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 21:07:00,2026-05-06 02:50:00,-18.283333333333335,21
2024-10-20,PHP23245,Physics,Ph.D. in Physics,2026-05-06 19:22:00,2026-05-06 01:31:00,-17.85,19
2025-12-22,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 12:39:00,2026-05-06 16:36:00,3.95,12
2025-02-24,ASP24139,Assamese,Ph.D. in Assamese,2026-05-06 18:56:00,2026-05-06 19:26:00,0.5,18
2025-08-19,HIP20165,Hindi,Ph.D. in Hindi,2026-05-06 18:04:00,2026-05-06 19:24:00,1.3333333333333333,18
2026-03-15,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 12:17:00,2026-05-06 17:41:00,5.4,12
2025-09-13,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 22:49:00,2026-05-06 03:00:00,-19.816666666666666,22
2024-12-23,CSE22231,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 23:16:00,2026-05-06 01:21:00,-21.916666666666668,23
2025-08-14,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 14:20:00,2026-05-06 21:53:00,7.55,14
2025-05-25,ESP22011,Environmental Sciences,Ph.D. in Environmental Sciences,2026-05-06 19:37:00,2026-05-06 23:17:00,3.6666666666666665,19
2024-05-22,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 22:04:00,2026-05-06 23:04:00,1.0,22
2024-08-15,ASP24139,Assamese,Ph.D. in Assamese,2026-05-06 14:51:00,2026-05-06 21:30:00,6.65,14
2025-08-10,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 09:47:00,2026-05-06 14:53:00,5.1,9
2024-07-20,MCP22112,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 01:41:00,2026-05-06 02:22:00,0.6833333333333333,1
2026-02-02,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 00:32:00,2026-05-06 03:00:00,2.466666666666667,0
2025-12-31,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 01:40:00,2026-05-06 03:00:00,1.3333333333333333,1
2025-05-12,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 16:08:00,2026-05-06 21:25:00,5.283333333333333,16
2025-02-08,EGP20243,English,Ph.D. in English,2026-05-06 19:52:00,2026-05-06 22:38:00,2.7666666666666666,19
2025-10-04,ENP23158,Energy,Ph.D. in Energy,2026-05-06 17:21:00,2026-05-06 23:07:00,5.766666666666667,17
2024-05-22,MEB22068,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 15:38:00,2026-05-06 16:12:00,0.5666666666666667,15
2025-08-13,PHM21196,Physics,M. Sc. in Physics,2026-05-06 14:09:00,2026-05-06 18:57:00,4.8,14
2026-04-22,MSI25234,Mathematical Sciences,Integrated M. Sc. in Mathematics,2026-05-06 20:29:00,2026-05-06 00:44:00,-19.75,20
2024-11-04,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 18:15:00,2026-05-06 22:17:00,4.033333333333333,18
2025-10-03,CSP22124,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,2026-05-06 17:57:00,2026-05-06 23:16:00,5.316666666666666,17
2026-03-25,EDM23216,Education,M. A. in Education,2026-05-06 15:45:00,2026-05-06 23:41:00,7.933333333333334,15
2025-08-16,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 13:47:00,2026-05-06 15:03:00,1.2666666666666666,13
2026-02-17,EGE25271,English,M. A. in English,2026-05-06 09:24:00,2026-05-06 10:36:00,1.2,9
